GTIN,MRID
06285119000200,730101-0101-3601-01-05
09002260024124,480502-0109-2706-01-19
08054083007373,790101-0130-2715-01-19
06285101001437,700201-0122-6401-01-04
06285101001444,700201-0222-6401-01-04
06285101001451,700201-0322-6401-01-04
06281080010699,700201-0122-6401-02-04
06281080010644,700201-0222-6401-02-04
06281080014819,700201-0322-6401-02-04
08002660016249,700201-0122-6401-04-04
08002660016256,700201-0222-6401-04-04
08002660016232,700201-0322-6401-04-04
06285128015943,700201-0122-6401-05-04
06285128015929,700201-0222-6401-05-04
06285128015967,700201-0322-6401-05-04
06285147011261,700201-0122-6401-06-04
06285147011209,700201-0222-6401-06-04
06285147011230,700201-0322-6401-06-04
06285104000246,340202-0122-4001-01-18
06281147005118,340202-0101-3601-01-05
06281147005125,340202-0201-4001-01-18
06281147004692,340202-0201-4001-01-18
00366582500230,340202-0201-4001-02-18
06285128012140,340202-0301-4001-01-18
07612797436592,800601-0101-5406-01-11
07613326015974,540702-0130-2713-01-19
07613326015967,540702-0130-2713-01-19
08715131022587,540702-0130-2713-02-19
08715131022594,540702-0130-2713-02-19
05415062378069,540702-0130-2713-03-19
05415062378052,540702-0130-2713-03-19
06286219000909,550302-0122-6410-01-04
06285074000376,280201-0101-0901-01-18
06285074000383,280201-0101-0601-01-18
06285074000390,280201-0101-5401-01-05
99661304221939,780202-0130-5401-01-05
99661304221940,780202-0122-6416-01-04
06285101001499,780202-0222-6401-01-04
05016007206128,800701-0130-5406-01-11
06285088002267,060101-0122-6404-01-04
03664798044249,060101-0122-6404-01-04
06291100081371,060101-0122-5901-01-04
06291100086863,060101-0122-6404-02-04
06291100081387,060101-0222-5901-01-04
04056500012759,060106-0122-6401-01-04
96600000002229,230606-0101-5901-01-04
06251599000122,240102-0122-6410-01-04
06251106803444,240102-0122-6410-02-04
06251106130250,240102-0222-6410-01-04
06285312000045,240102-0322-6401-01-04
06285312000069,240102-0122-6401-01-04
06285312000076,240102-0222-6401-01-04
05415062001172,240102-0322-6410-01-04
05415062001189,240102-0122-6410-03-04
05415062001196,240102-0222-6410-02-04
06285147007042,240102-0322-6410-02-04
06285147007073,240102-0122-6410-04-04
06285147007035,240102-0222-6410-03-04
06285101001406,240102-0322-6410-03-04
06285101001413,240102-0122-6410-05-04
06285101001420,240102-0222-6410-04-04
06251154207010,240102-0122-6401-02-04
06251154184014,240102-0222-6401-02-04
04054839227509,240102-0122-6410-06-04
04054839227547,240102-0222-6410-05-04
04054839229299,240102-0322-6410-04-04
06286219000053,240102-0122-6410-07-04
06286219000046,240102-0222-6410-06-04
06285128018067,240102-0322-6410-05-04
06285128018081,240102-0122-6410-08-04
06285128017985,240102-0222-6410-07-04
99640812211437,240301-0122-6401-01-04
04061841066644,240301-0222-6401-01-04
05415062001219,240202-0122-6410-01-04
05415062001202,240202-0222-6410-01-04
06285147007110,240202-0122-6410-02-04
06285147007103,240202-0222-6410-02-04
06285101001581,240202-0222-6410-03-04
04027269913526,240202-0222-6410-04-04
06285128015035,240202-0222-6410-05-04
03664898059976,240401-0122-6410-01-05
03664898059983,240401-0222-6410-01-05
04987170870151,541301-0122-2713-01-19
08715131021245,540703-0146-2706-01-19
96677000000432,540408-0122-2713-01-19
06286023000003,540408-0222-2706-01-19
96600000011152,540408-0222-2706-02-19
10677683070629,540408-0222-2706-03-19
06286219000923,540408-0222-2706-04-19
05055565757369,540408-0222-2706-05-19
00890701000103,540408-0222-2706-06-19
06281086006757,540408-0222-2706-07-19
06285101002892,540408-0222-2706-08-19
05413868100679,540408-0222-2706-09-19
96677000005587,540408-0222-2713-01-19
03665217000075,200102-0122-6410-01-04
06285193000288,200102-0122-6410-02-04
06285193000271,200102-0222-6410-01-04
18901175046321,200102-0122-6410-03-04
18901175046338,200102-0222-6410-02-04
06286219000596,200102-0122-6410-04-04
06286219000602,200102-0222-6410-03-04
06281086104064,200102-0222-6410-04-04
07640111934523,200102-0122-6410-05-05
07640111934530,200102-0222-6410-05-05
05415062380505,541401-0122-6410-01-04
06285101004612,541401-0122-6410-02-04
06285101004391,541401-0222-6410-02-04
96697798899992,520201-0109-2706-01-19
05016007208221,600301-0109-2706-01-19
96688990000036,600301-0209-2706-01-19
03582186001066,600301-0309-2706-01-19
08806755000317,600301-0409-4801-01-19
08806755000119,600301-0109-4801-01-19
08806755000218,600301-0209-4801-01-19
04046222161552,600301-0109-2706-03-19
26280753005097,790102-0130-6001-01-19
16280753005069,790102-0130-6001-01-19
08053677611811,540704-0122-2706-01-19
96600000005060,680402-0122-6401-01-04
96600000004842,680402-0222-6401-01-04
05702150142665,680402-0322-6401-01-04
05702150142672,680402-0422-6401-01-04
05702150142689,680402-0522-6401-01-04
05702150142696,680402-0622-6401-01-04
96677000000346,540502-0122-6410-01-04
07038319120617,540502-0222-6410-01-04
07038319120624,540502-0322-6410-01-04
05016007206258,380101-0101-5406-01-11
06285128004725,380101-0201-5406-01-05
06285128001045,380101-0301-5406-01-11
06281080010729,380101-0201-5406-02-05
03499320009645,380101-0129-0601-01-18
06285111003636,380101-0101-5406-02-11
96600000009233,380101-0201-5406-03-01
07612797425848,800102-0101-5406-01-11
07612797497692,800103-0130-6003-01-11
05413787998555,660101-0122-6410-01-04
05413787103263,660101-0130-2713-01-19
96697798899129,660101-0130-5401-01-05
05413787998562,660101-0222-6410-01-04
05413787998579,660101-0322-6410-01-04
07612797536353,800801-0130-2713-01-17
96677000000171,800801-0130-2713-01-19
04260095686978,680102-0222-6401-01-05
06285128006330,800901-0101-5406-01-11
06285079000319,770103-0122-6401-01-04
96600000002494,770103-0130-5401-01-05
06285085000327,770103-0130-6201-01-05
06285085001546,770103-0122-6401-02-04
06251144201127,770103-0130-6201-02-05
06281080011788,770103-0130-6201-04-05
06285101000348,770103-0130-6201-05-05
07612791046339,400201-0122-6401-01-05
96600000000423,780306-0101-6201-01-05
96600000000789,780306-0122-6401-01-04
06285116000036,070301-0141-5401-01-11
07640180264262,070301-0322-6409-01-04
06285095007866,070301-0241-5603-01-11
06221508230117,070301-0130-1701-01-05
05000456007702,070301-0230-6001-01-01
05000456011921,070301-0330-6001-01-01
96600000003030,070301-0141-2601-01-12
05000456007498,070301-0341-2601-01-12
05000456007610,070301-0141-2601-01-12
99662301221624,070301-0430-6001-01-19
99662301221623,070301-0230-6001-02-19
99662301221622,070301-0330-6001-02-19
03574661497655,070301-0241-5603-02-11
06286219000329,640202-0130-2713-01-19
06251065023679,640202-0101-2713-01-19
06251065023662,640202-0201-2713-01-19
96600000004180,640202-0201-2713-03-01
07640168150174,650201-0145-4301-01-03
07640168150181,650201-0245-4301-01-03
96600000001353,650201-0345-4301-01-03
06285096003614,690102-0122-6411-01-04
06285096003621,690102-0222-6411-01-04
96677000000289,080202-0122-6409-01-04
05038903046196,620201-0130-2713-01-19
05038903050391,620201-0230-2713-01-19
05038903070207,620201-0330-2713-01-19
06281086000700,680501-0122-6401-01-04
06285193000295,541501-0130-2713-01-19
06091403216130,541501-0122-6401-01-11
06285095006555,280102-0101-0901-01-18
06285095008122,280102-0101-5601-01-11
96600000000017,200901-0122-6401-01-04
06286023000416,541601-0130-2713-01-19
03582910060314,541601-0122-2714-01-19
96600000011168,541601-0122-5402-01-19
05415062354520,400202-0122-6401-01-05
05415062354513,400202-0122-6401-01-05
06251107426130,400202-0122-6401-02-13
06251107426123,400202-0122-6401-02-13
06285101004629,400202-0122-6401-03-04
06285101004636,400202-0122-6401-03-04
03582186005088,541701-0122-6410-01-05
03582186005095,541701-0222-6410-01-05
03582186005101,541701-0322-6410-01-05
06285111004671,690401-0130-2713-01-19
06285111004688,690401-0230-2713-01-19
06285111004695,690401-0230-2713-01-19
96697798899101,690401-0130-2713-02-01
08025153008132,690401-0230-5401-01-05
96600000002398,320201-0144-0901-01-18
05702191010503,320201-0144-4001-01-18
05702191011104,320202-0141-0601-01-18
05702191010701,320202-0141-0601-01-18
05702191010602,320202-0141-4001-01-18
05702191010534,320202-0141-4001-01-18
06285147011100,320202-0141-4001-02-18
96600000005625,470101-0115-2713-01-01
07612791044922,470101-0215-2713-01-01
06281080001697,020201-0122-6410-01-11
96600000001236,020201-0122-6401-03-11
06286059000039,020201-0122-6410-03-04
96600000005177,020201-0222-6401-01-11
07630035400051,120203-0122-6408-01-11
06285074000765,020301-0122-6401-01-04
06285111003551,120204-0101-2713-01-01
06285111003544,120204-0101-2713-01-01
06285111003537,120204-0101-2713-01-01
06285111003599,120204-0201-2713-01-01
30304094928341,120204-0201-2713-01-17
06281080011122,230201-0122-0401-01-04
05015997404118,830102-0122-5401-01-19
06221508061117,120206-0130-6201-01-05
06285085000563,120207-0104-6201-99-05
06285111002929,120209-0101-5401-01-03
06285111003568,120209-0201-2713-01-01
06285111003582,120209-0201-2713-01-01
06285111003575,120209-0201-2713-01-01
04030539035668,120210-0130-2713-01-01
03700956022817,830301-0101-4804-01-11
08428255403124,830301-0201-4804-01-05
96677000000398,830301-0201-4804-01-03
06281147003299,830301-0101-4804-02-13
06281147003282,830301-0101-4804-02-03
06286059000084,830301-0101-4804-03-13
06285101001628,790103-0130-6001-01-19
06285101001611,790103-0130-6001-01-19
05413868100907,100301-0122-6410-01-04
05413868100914,100301-0222-6410-01-04
07612797361238,570303-0130-2713-01-19
05000456011808,260102-0122-6401-01-04
05000456011815,260102-0222-6401-01-04
96600000010389,260102-0322-6401-01-04
05000456011839,260102-0422-6401-01-04
06251159026937,260102-0222-6401-02-04
06251159026944,260102-0322-6401-02-04
99661302221724,260102-0222-6401-03-04
06285095006999,260102-0322-6401-03-04
06281080010842,260102-0222-6401-04-04
06281086005286,260102-0122-6401-02-04
06281086004197,260102-0222-6401-05-04
06281086004203,260102-0322-6401-04-04
06281086005293,260102-0422-6401-02-04
03838957024087,260102-0222-6410-01-04
03838957024063,260102-0322-6410-01-04
06286219000633,260102-0222-6401-06-04
06286219000640,260102-0322-6401-05-04
06285101002625,260301-0122-6401-01-04
06285101002632,260301-0222-6401-01-04
05000456011846,260202-0122-6401-01-04
06251159023868,260202-0122-6401-02-04
06251159023851,260202-0222-6401-01-04
06285095006876,260202-0122-6401-03-04
06281086005316,260202-0122-6401-04-04
06281086005309,260202-0222-6401-02-04
03838957024049,260202-0122-6410-01-04
06286219000626,260202-0122-6401-05-04
06286219000619,260202-0222-6401-03-04
05055565757727,541002-0122-6410-01-04
05055565757734,541002-0222-6410-01-04
06286023000027,541002-0122-6410-02-04
06286023000010,541002-0222-6410-02-04
06281086005248,541002-0222-6410-03-04
06251065042939,541002-0222-6410-04-04
96677000000276,541002-0222-6401-01-04
06286219000848,541002-0122-6401-01-04
06286219000831,541002-0222-6401-02-04
96677000000452,541002-0122-6410-03-04
96677000000451,541002-0222-6410-05-04
07613326003971,541002-0122-6410-04-04
07613326003988,541002-0222-6410-06-04
96600000011122,140603-0122-2706-01-19
04032129090910,590201-0122-4301-01-07
96600000001795,590201-0122-4301-01-07
06285085001119,260401-0122-6401-01-04
06285085001157,260401-0222-6401-01-04
06251107005014,260401-0122-6401-02-04
06251107006011,260401-0222-6401-02-04
06281086000199,260401-0122-6401-03-04
06281086000205,260401-0222-6401-03-04
06281086000908,260401-0122-6401-04-04
06281086000915,260401-0222-6401-04-04
05026468754182,260401-0422-5401-01-05
05014124144026,260401-0522-5401-01-05
06251107004017,660201-0122-6410-01-04
07612797289990,660201-0130-6001-01-05
07612797506073,660201-0122-6401-01-04
07612797506066,660201-0122-6409-01-04
07612797603185,660201-0322-6409-01-04
07640128548454,430201-0146-2713-01-01
08054083019642,670401-0322-0601-01-03
15285003473095,670401-0422-6401-01-04
06285447000484,670402-0122-6410-01-04
06285447000491,670402-0222-6410-01-04
06285447000507,670402-0322-6410-01-04
06285447000514,670402-0422-6410-01-05
18901463162429,450101-0122-6401-01-04
05060064170632,450101-0122-6401-02-05
03582910038139,770104-0130-6201-01-05
03582910020912,770104-0230-6201-01-05
06297000720258,801001-0101-0601-01-18
05015997167617,541801-0130-2714-01-19
50159971686142,541801-0130-2714-01-19
05060149312209,541801-0130-5402-01-19
05055565754337,541801-0130-5402-01-19
09003533001149,541801-0130-2714-02-19
09003533001156,541801-0130-2714-02-19
06285101005169,541801-0130-5401-01-19
06285101004650,541801-0130-5401-01-19
96677000000230,540409-0122-4801-01-19
08715131022099,540409-0122-2706-01-19
96697798899104,130202-0122-6418-01-05
96697798899105,130202-0122-6418-01-05
96697798899106,130202-0122-6418-01-05
05021730032790,130202-0122-6416-01-05
05021730032791,130202-0122-6416-01-05
06285101005503,680403-0122-0401-01-04
06285101005510,680403-0222-0401-01-04
06285101005527,680403-0322-0401-01-04
06285101005534,680403-0422-0401-01-04
05016007206289,801002-0101-5406-02-11
05016007207590,801002-0201-5406-01-11
05016007206265,801002-0201-5406-02-11
06285128014496,801002-0201-5406-03-11
05016007207989,801004-0101-5406-01-21
05016007206296,801004-0101-5406-01-21
06285128006675,801005-0130-5406-01-05
18902319061378,541901-0122-4803-01-19
00368475902022,541901-0122-4803-02-19
06281086011928,240501-0122-6401-01-04
06281086704851,240501-0222-6401-01-04
07640149615500,240501-0122-6401-02-04
07640149615494,240501-0222-6401-02-04
06286219000107,240501-0322-6410-01-05
06286219000114,240501-0122-6410-01-05
06286219000121,240501-0422-6410-01-05
06286219000091,240501-0222-6410-01-05
06281080012495,240501-0122-6410-02-04
06281080012471,240501-0422-6410-02-04
06281080012488,240501-0222-6410-02-04
08699541794855,490102-0122-2706-01-19
96600000020448,490102-0222-2706-01-19
06285193000028,490102-0122-2706-02-19
06285193000035,490102-0222-2706-02-19
96611223344601,490102-0122-2706-03-19
05026468761449,490102-0222-2706-03-19
96611223366530,490102-0122-2706-04-19
96611223366536,490102-0222-2706-04-19
06281086104422,490102-0122-2706-05-19
06281086104439,490102-0222-2706-05-19
06285101005770,490102-0122-2706-06-19
06285101005787,490102-0222-2706-06-19
06285101000300,480601-0122-0401-01-04
06281086001158,480601-0130-4804-01-05
06281086001165,480601-0230-4804-01-05
06281086001318,480601-0222-0401-01-04
06281086001325,480601-0122-0401-02-04
06281086001080,480601-0322-6410-01-04
06281086001097,480601-0122-6410-01-04
06281086001493,480601-0422-6410-01-04
06251107092014,480601-0230-4804-02-05
06251107305015,480601-0330-4804-01-05
06251107055019,480601-0122-0401-03-04
06251148010442,480601-0230-4804-03-05
06251148010466,480601-0222-0401-02-04
06251148010480,480601-0122-0401-04-04
06291100783731,480601-0222-0401-03-04
06291100783748,480601-0122-0401-05-04
06285147013104,480601-0130-4804-02-05
06285147013029,480601-0522-4804-01-05
06285147013005,480601-0330-4804-02-05
06285147012961,480601-0122-0401-06-04
06285147004348,480601-0422-6410-02-04
06251148010169,480701-0130-6001-01-05
06251148010114,480701-0122-0401-01-04
06285101002144,480701-0130-6001-02-04
06285101002151,480701-0230-6001-01-04
06285101002137,480701-0122-0401-02-04
96600000002781,480701-0130-6001-03-05
96600000002014,480701-0230-6001-02-05
96600000001434,480701-0122-0401-03-04
06285147005864,480701-0130-4804-01-05
06285147004027,480701-0122-0401-04-04
96600000004045,480701-0130-4804-02-05
96600000003909,480701-0230-6001-03-05
06251107089021,480702-0130-6001-01-05
06251107052032,480702-0122-0401-01-04
06251107052025,480702-0122-0401-01-04
06251107053022,480702-0222-0401-01-04
06285147007264,480702-0230-6001-01-05
06285147009022,480702-0222-0401-02-04
06281086001134,480702-0230-4804-01-05
06281086001332,480702-0222-6401-01-04
06291100082926,480702-0130-4804-01-05
06291100088195,480702-0122-0401-02-04
06291100082933,480702-0330-4804-01-05
06291100083664,480702-0222-0401-04-04
96600000005352,480702-0130-6001-02-05
96600000003762,480702-0230-6001-02-05
96600000000569,480702-0122-0401-03-04
96600000000214,480702-0222-0401-05-04
06285101002366,480702-0130-4804-02-05
06285101002373,480702-0230-4804-02-05
06285101002342,480702-0122-0401-04-04
06285101002359,480702-0222-0401-06-04
06285105000993,480702-0222-0401-07-04
09002260024070,480703-0104-2713-01-19
06285147004737,480703-0304-2706-01-19
06285147004720,480703-0104-2706-01-19
06285147004713,480703-0104-2706-01-19
06285147004744,480703-0122-2706-01-19
05290931026827,480703-0104-2706-02-19
06251065002612,480703-0104-4801-01-19
26285157000037,480801-0130-4804-01-05
26285157000020,480801-0130-4804-01-05
26285157000013,480801-0122-0401-01-05
06285147014002,480801-0130-4804-02-05
06285147014057,480801-0130-4804-02-05
06285147013951,480801-0122-0401-02-05
06285101000560,480801-0130-6001-01-05
06285101000416,480801-0130-6001-01-05
96677000000612,480801-0230-6001-01-05
06285101000409,480801-0122-0401-03-04
06251106802270,480801-0130-4804-03-05
06251106802263,480801-0130-4804-03-05
06251106802287,480801-0122-0401-04-05
06251107426871,480801-0130-4804-04-05
06251107426864,480801-0130-4804-04-05
06251107426888,480801-0122-0401-05-05
06285147009589,480802-0122-6410-01-04
06285101003134,480901-0104-2706-01-19
06285101003141,480901-0204-2706-01-19
05290931027060,480901-0104-2706-02-19
05290931027077,480901-0204-2706-02-19
